timestamp,bytes_in,bytes_out,http_response_code,connection_duration_ms
1743482580,1414,3000,200,621
1743482640,1244,3000,200,4896
1743482700,1276,3000,200,3395
1743482760,944,3000,200,2481
1743482820,875,3000,200,4682
1743482880,1371,3000,200,4110
1743482940,967,3000,200,3265
1743483000,1100,3000,200,3623
1743483060,1430,3000,200,11
1743483120,1143,3000,200,856
1743483180,264,758,404,2609
1743483240,1275,3000,200,81
1743483300,231,579,404,2528
1743483360,1262,3000,200,747
1743483420,265,612,404,1719
1743483480,1339,3000,200,848
1743483540,57,227,404,3249
1743483600,1067,3000,200,1772
1743483660,934,3000,200,4486
1743483720,968,3000,200,4408
1743483780,1421,3000,200,1819
1743483840,1092,3000,200,2558
1743483900,1128,3000,200,4739
1743483960,1089,3000,200,1642
1743484020,1301,3000,200,2030
1743484080,1062,3000,200,296
1743484140,1094,3000,200,82
1743484200,980,3000,200,3086
1743484260,314,637,404,3663
1743484320,964,3000,200,2195
1743484380,1363,3000,200,524
1743484440,1138,3000,200,772
1743484500,1292,3000,200,1454
1743484560,192,386,404,2798
1743484620,1075,3000,200,3294
1743484680,981,3000,200,4939
1743484740,1100,3000,200,1419
1743484800,317,758,500,2603
1743484860,1327,3000,200,1718
1743484920,1200,3000,200,2232
1743484980,1094,3000,200,1924
1743485040,1191,3000,200,4062
1743485100,852,3000,200,3037
1743485160,847,3000,200,2455
1743485220,1280,3000,200,2489
1743485280,1232,3000,200,841
1743485340,1359,3000,200,1534
1743485400,1419,3000,200,3781
1743485460,125,277,500,1848
1743485520,1155,3000,200,2554
1743485580,1203,3000,200,373
1743485640,1231,3000,200,2236
1743485700,1088,3000,200,4200
1743485760,957,3000,200,4850
1743485820,775,3000,200,3449
1743485880,1296,3000,200,860
1743485940,1332,3000,200,2184
1743486000,1448,3000,200,4737
1743486060,758,3000,200,2967
1743486120,201,698,404,754
1743486180,1490,3000,200,96
1743486240,153,540,500,3105
1743486300,183,596,500,4450
1743486360,1224,3000,200,204
1743486420,246,496,404,34
1743486480,1093,3000,200,1111
1743486540,1195,3000,200,294
1743486600,772,3000,200,1956
1743486660,1453,3000,200,4269
1743486720,1125,3000,200,2943
1743486780,1468,3000,200,3202
1743486840,1086,3000,200,3000
1743486900,1056,3000,200,2842
1743486960,904,3000,200,3294
1743487020,1112,3000,200,729
1743487080,1451,3000,200,3060
1743487140,290,613,404,379
1743487200,371,746,500,2085
1743487260,1473,3000,200,1182
1743487320,1453,3000,200,4003
1743487380,798,3000,200,4000
1743487440,1239,3000,200,1691
1743487500,1212,3000,200,4388
1743487560,1459,3000,200,3851
1743487620,792,3000,200,499
1743487680,785,3000,200,4235
1743487740,778,3000,200,461
1743487800,1325,3000,200,475
1743487860,1029,3000,200,4664
1743487920,1082,3000,200,174
1743487980,1259,3000,200,2085
1743488040,1336,3000,200,3315
1743488100,1216,3000,200,3592
1743488160,798,3000,200,478
1743488220,1134,3000,200,557
1743488280,1257,3000,200,2283
1743488340,157,336,404,3811
1743488400,1435,3000,200,3923
1743488460,1023,3000,200,1554
1743488520,865,3000,200,705
1743488580,1194,3000,200,3242
1743488640,1232,3000,200,2620
1743488700,957,3000,200,2822
1743488760,1403,3000,200,816
1743488820,167,553,404,2008
1743488880,96,281,404,516
1743488940,833,3000,200,4102
1743489000,1285,3000,200,4551
1743489060,84,254,404,2892
1743489120,1238,3000,200,4566
1743489180,881,3000,200,249
1743489240,1281,3000,200,4554
1743489300,1208,3000,200,98
1743489360,1030,3000,200,3532
1743489420,278,737,404,2223
1743489480,1371,3000,200,3289
1743489540,986,3000,200,2679
1743489600,757,3000,200,2252
1743489660,124,473,404,3175
1743489720,1193,3000,200,3770
1743489780,1327,3000,200,3554
1743489840,259,610,500,4667
1743489900,1459,3000,200,616
1743489960,1270,3000,200,2044
1743490020,1337,3000,200,2660
1743490080,162,332,404,1143
1743490140,901,3000,200,1720
1743490200,818,3000,200,4208
1743490260,1312,3000,200,882
1743490320,1211,3000,200,1067
1743490380,154,404,404,1624
1743490440,1461,3000,200,765
1743490500,60,219,500,1164
1743490560,1189,3000,200,2067
1743490620,1482,3000,200,3179
1743490680,854,3000,200,3141
1743490740,1213,3000,200,2138
1743490800,1409,3000,200,275
1743490860,1153,3000,200,4945
1743490920,1027,3000,200,2901
1743490980,815,3000,200,2736
1743491040,1380,3000,200,3084
1743491100,1488,3000,200,3123
1743491160,1144,3000,200,4314
1743491220,231,624,500,2694
1743491280,306,794,404,1051
1743491340,1424,3000,200,565
1743491400,1080,3000,200,2007
1743491460,1142,3000,200,2770
1743491520,752,3000,200,74
1743491580,1324,3000,200,1643
1743491640,1103,3000,200,4536
1743491700,1029,3000,200,3394
1743491760,803,3000,200,2163
1743491820,1465,3000,200,919
1743491880,779,3000,200,2841
1743491940,1044,3000,200,1261
1743492000,1201,3000,200,2973
1743492060,1380,3000,200,2861
1743492120,208,742,500,4657
1743492180,791,3000,200,4046
1743492240,771,3000,200,1036
1743492300,141,294,404,3115
1743492360,249,773,404,3895
1743492420,136,307,404,1260
1743492480,1010,3000,200,1542
1743492540,86,208,500,1666
1743492600,941,3000,200,4379
1743492660,59,213,404,1737
1743492720,1293,3000,200,2280
1743492780,910,3000,200,785
1743492840,1447,3000,200,3936
1743492900,778,3000,200,3649
1743492960,1420,3000,200,1660
1743493020,862,3000,200,1388
1743493080,1007,3000,200,2121
1743493140,1008,3000,200,1769
1743493200,1296,3000,200,3478
1743493260,1367,3000,200,1775
1743493320,831,3000,200,4117
1743493380,1032,3000,200,2995
1743493440,178,615,404,2989
1743493500,207,788,404,547
1743493560,808,3000,200,1916
1743493620,1014,3000,200,1414
1743493680,1337,3000,200,3630
1743493740,228,617,404,59
1743493800,1186,3000,200,4448
1743493860,1019,3000,200,1583
1743493920,1348,3000,200,2181
1743493980,953,3000,200,4130
1743494040,1471,3000,200,2814
1743494100,883,3000,200,4853
1743494160,1283,3000,200,3225
1743494220,1487,3000,200,3625
1743494280,1146,3000,200,4723
1743494340,1400,3000,200,867
1743494400,24847,70299,200,4909
1743494460,17670,67088,200,3790
1743494520,183,395,404,3292
1743494580,33686,89240,200,4285
1743494640,31128,86331,200,2781
1743494700,40369,81197,200,3983
1743494760,21789,81258,200,3327
1743494820,28936,69064,200,3562
1743494880,133851,285195,200,1583
1743494940,100,208,404,1710
1743495000,21066,75632,200,502
1743495060,29171,97339,200,3090
1743495120,27054,80480,200,1712
1743495180,43793,95689,200,3723
1743495240,27273,97329,200,2064
1743495300,20540,63014,200,2458
1743495360,28788,65136,200,2435
1743495420,34494,80498,200,2890
1743495480,23950,68501,200,471
1743495540,40660,93271,200,2703
1743495600,29482,77470,200,2308
1743495660,35766,80267,200,3242
1743495720,22005,79585,200,3550
1743495780,22515,79336,200,2204
1743495840,23386,82835,200,4722
1743495900,42161,87687,200,4409
1743495960,28150,90007,200,4104
1743496020,19794,69536,200,1409
1743496080,28644,62751,200,455
1743496140,209,433,404,255
1743496200,178,640,500,2500
1743496260,26259,80786,200,3839
1743496320,46480,99735,200,564
1743496380,32750,71636,200,3128
1743496440,44098,94592,200,3312
1743496500,60,229,500,4980
1743496560,103,330,500,809
1743496620,24507,93428,200,590
1743496680,28869,86190,200,794
1743496740,30187,95213,200,4557
1743496800,170,678,404,2613
1743496860,26235,85066,200,482
1743496920,232,538,500,1724
1743496980,18997,74170,200,4379
1743497040,16049,61327,200,3782
1743497100,30044,60227,200,2516
1743497160,35127,99015,200,2112
1743497220,40084,94451,200,2152
1743497280,34735,84843,200,3697
1743497340,24906,88216,200,4872
1743497400,28566,60940,200,910
1743497460,22758,64389,200,1785
1743497520,37318,93274,200,819
1743497580,18679,65833,200,4169
1743497640,221,709,500,1906
1743497700,208,601,404,2068
1743497760,30615,76466,200,2237
1743497820,149,339,404,3899
1743497880,19123,75228,200,3456
1743497940,37506,86367,200,1069
1743498000,23148,90427,200,421
1743498060,33253,74854,200,1479
1743498120,42154,99249,200,3445
1743498180,18299,71330,200,40
1743498240,41816,89627,200,161
1743498300,26206,97918,200,4599
1743498360,44952,95429,200,229
1743498420,21250,71830,200,3824
1743498480,23039,87798,200,2257
1743498540,45717,96979,200,1308
1743498600,19081,63356,200,370
1743498660,37543,88294,200,3577
1743498720,31786,66095,200,644
1743498780,28915,61524,200,184
1743498840,172,504,404,1967
1743498900,36751,80793,200,1223
1743498960,27977,83250,200,734
1743499020,130,419,500,292
1743499080,42765,146286,200,962
1743499140,32352,83197,200,2472
1743499200,34775,91035,200,2426
1743499260,312,743,404,2866
1743499320,117,302,404,3997
1743499380,350,760,500,1318
1743499440,123,429,404,2705
1743499500,29537,63785,200,1707
1743499560,157,383,404,2836
1743499620,31656,70402,200,3397
1743499680,20412,77030,200,2882
1743499740,27116,64883,200,494
1743499800,25791,75878,200,3530
1743499860,282,716,404,4408
1743499920,36672,74319,200,3281
1743499980,33229,72876,200,149
1743500040,164,651,500,4987
1743500100,290,715,500,2894
1743500160,35428,71165,200,1758
1743500220,26195,84671,200,3752
1743500280,33698,95563,200,205
1743500340,43995,90826,200,4558
1743500400,39707,98756,200,4501
1743500460,36005,81415,200,2816
1743500520,27347,75744,200,3216
1743500580,220,519,500,1325
1743500640,90,264,404,4415
1743500700,32535,93895,200,4276
1743500760,25379,96727,200,1700
1743500820,32578,72240,200,824
1743500880,161,377,404,3290
1743500940,24450,85458,200,3752
1743501000,28258,78921,200,790
1743501060,36277,87736,200,64
1743501120,30684,94045,200,2026
1743501180,19201,66025,200,1138
1743501240,37500,98046,200,2639
1743501300,43480,93146,200,1946
1743501360,21742,70585,200,2197
1743501420,25608,90601,200,1314
1743501480,32824,69579,200,1165
1743501540,32223,83373,200,3861
1743501600,78,278,404,1062
1743501660,32696,83055,200,1491
1743501720,40744,89136,200,566
1743501780,29892,74126,200,2322
1743501840,22943,88880,200,254
1743501900,19386,64241,200,1831
1743501960,36679,76534,200,65
1743502020,36354,77712,200,1364
1743502080,25862,85692,200,2702
1743502140,129,473,404,2838
1743502200,21798,69161,200,818
1743502260,30467,68418,200,3860
1743502320,37123,75270,200,4674
1743502380,35195,74930,200,3780
1743502440,31840,86213,200,3510
1743502500,120,387,500,4399
1743502560,23473,80531,200,3895
1743502620,24437,63854,200,1401
1743502680,36049,73163,200,487
1743502740,21695,67444,200,3301
1743502800,41353,99018,200,3566
1743502860,26985,60405,200,3114
1743502920,32748,73806,200,965
1743502980,26440,79050,200,2521
1743503040,19978,62672,200,547
1743503100,206,611,404,3428
1743503160,29311,87966,200,2264
1743503220,39037,80173,200,1603
1743503280,29382,70939,200,168
1743503340,41046,83910,200,1613
1743503400,198,732,404,1866
1743503460,36669,97842,200,4339
1743503520,31773,64739,200,3019
1743503580,43959,95344,200,4726
1743503640,40204,90058,200,96
1743503700,197,725,404,388
1743503760,25140,75902,200,2856
1743503820,21283,76765,200,1124
1743503880,20882,68094,200,3938
1743503940,28812,78266,200,2050
1743504000,45677,98672,200,1620
1743504060,170,363,404,3391
1743504120,27171,96472,200,4360
1743504180,24644,61555,200,3984
1743504240,29963,65528,200,1546
1743504300,174,486,404,4398
1743504360,26006,79489,200,4512
1743504420,35309,93820,200,3189
1743504480,24952,76482,200,2404
1743504540,21572,77545,200,4853
1743504600,35023,99671,200,2413
1743504660,30356,74101,200,2451
1743504720,24815,65178,200,666
1743504780,39753,86711,200,1510
1743504840,24739,67101,200,3897
1743504900,28165,75307,200,2878
1743504960,24255,82856,200,3349
1743505020,38236,77880,200,3325
1743505080,19494,67365,200,4529
1743505140,21869,68137,200,3317
1743505200,48155,98655,200,3694
1743505260,213,455,404,1625
1743505320,38886,82979,200,3901
1743505380,33261,74362,200,4894
1743505440,20510,72658,200,3710
1743505500,36832,85668,200,3671
1743505560,128,323,404,3652
1743505620,22659,83331,200,3228
1743505680,22326,77115,200,1899
1743505740,22007,85112,200,3796
1743505800,21655,81582,200,977
1743505860,80,228,404,2785
1743505920,20788,61338,200,4590
1743505980,18586,68079,200,4896
1743506040,29549,69031,200,4747
1743506100,121,426,404,3272
1743506160,114,286,404,763
1743506220,162,617,404,4972
1743506280,43840,97596,200,1379
1743506340,26124,63179,200,1888
1743506400,26418,62795,200,4361
1743506460,34066,69871,200,3866
1743506520,26308,78652,200,3119
1743506580,20705,60375,200,2512
1743506640,35369,80712,200,4377
1743506700,28797,82333,200,2394
1743506760,30800,92777,200,913
1743506820,35200,71621,200,93
1743506880,108079,246942,200,4529
1743506940,28767,69409,200,230
1743507000,41506,96111,200,4737
1743507060,35928,84626,200,2758
1743507120,45161,96149,200,2361
1743507180,210,662,500,538
1743507240,30710,76329,200,4609
1743507300,23828,78515,200,3857
1743507360,27665,96704,200,2591
1743507420,32710,82803,200,326
1743507480,25108,64069,200,3149
1743507540,33768,74294,200,2571
1743507600,23208,67653,200,3530
1743507660,28243,69797,200,830
1743507720,34608,76562,200,1842
1743507780,105,407,404,2574
1743507840,23904,82603,200,2634
1743507900,26471,98918,200,4874
1743507960,230,483,404,3943
1743508020,24576,86458,200,3947
1743508080,30724,67550,200,4888
1743508140,17391,61215,200,4572
1743508200,41108,96352,200,4789
1743508260,175,547,500,629
1743508320,199,440,500,702
1743508380,30526,75840,200,3627
1743508440,34039,82305,200,1886
1743508500,150,340,404,1211
1743508560,29151,62366,200,340
1743508620,37605,85184,200,1166
1743508680,18534,62361,200,600
1743508740,40977,85141,200,3031
1743508800,297,632,404,899
1743508860,28452,85916,200,953
1743508920,33853,72597,200,3184
1743508980,22184,71570,200,3740
1743509040,24008,66925,200,4948
1743509100,19037,67160,200,782
1743509160,30393,73887,200,3337
1743509220,77255,218598,200,4306
1743509280,22766,77328,200,4859
1743509340,45737,92517,200,3770
1743509400,36068,72545,200,1658
1743509460,175,381,404,4119
1743509520,133,319,404,3552
1743509580,33544,96418,200,4317
1743509640,48507,99462,200,893
1743509700,27175,72848,200,2539
1743509760,27882,68656,200,4792
1743509820,25174,75872,200,3167
1743509880,28746,61191,200,1008
1743509940,33466,87330,200,3986
1743510000,29858,94523,200,278
1743510060,32388,89771,200,1248
1743510120,24664,73372,200,3954
1743510180,37151,90472,200,427
1743510240,39850,92889,200,3579
1743510300,272,589,404,50
1743510360,27766,85875,200,184
1743510420,22509,70972,200,2686
1743510480,269,764,404,402
1743510540,32489,91908,200,4694
1743510600,37613,78809,200,4440
1743510660,31733,76019,200,348
1743510720,21149,74468,200,3784
1743510780,39227,82016,200,237
1743510840,36778,83074,200,907
1743510900,23444,91062,200,3563
1743510960,33986,69582,200,3486
1743511020,23883,88443,200,2853
1743511080,25960,81211,200,3908
1743511140,19736,78650,200,3350
1743511200,37645,93302,200,4655
1743511260,36712,96730,200,2652
1743511320,124,370,404,4867
1743511380,25435,90896,200,4746
1743511440,18515,70996,200,4600
1743511500,24532,82345,200,3449
1743511560,27124,90697,200,2074
1743511620,20322,63084,200,746
1743511680,26825,84549,200,3825
1743511740,103,371,500,873
1743511800,108,349,404,2733
1743511860,21325,80076,200,2075
1743511920,29460,85775,200,4205
1743511980,30271,86998,200,3600
1743512040,44945,91447,200,3295
1743512100,29736,98330,200,2103
1743512160,25401,63789,200,2304
1743512220,36079,90016,200,4474
1743512280,279,676,404,4505
1743512340,22847,64296,200,869
1743512400,162,373,404,138
1743512460,59362,142229,200,1613
1743512520,41644,102026,200,960
1743512580,39342,100088,200,686
1743512640,46402,106363,200,3737
1743512700,64914,138195,200,4710
1743512760,47552,125968,200,2161
1743512820,52643,117648,200,645
1743512880,42652,147566,200,1041
1743512940,153,525,500,1073
1743513000,58944,146050,200,1714
1743513060,243,545,404,3515
1743513120,51543,113087,200,3998
1743513180,201,555,500,2555
1743513240,35569,131025,200,4669
1743513300,52366,113552,200,4935
1743513360,94,291,404,849
1743513420,43672,127067,200,942
1743513480,58253,140431,200,35
1743513540,218,496,404,136
1743513600,137,288,404,1116
1743513660,44579,104011,200,2031
1743513720,48714,139834,200,726
1743513780,37023,119909,200,1612
1743513840,47606,148639,200,1447
1743513900,32075,100786,200,2470
1743513960,68124,149847,200,4090
1743514020,38816,128257,200,2112
1743514080,38509,129807,200,3396
1743514140,39995,107063,200,4024
1743514200,37107,103861,200,4077
1743514260,38738,101719,200,1739
1743514320,26834,102934,200,1065
1743514380,55595,124409,200,2263
1743514440,27104,100560,200,2275
1743514500,46278,138826,200,1297
1743514560,56768,134753,200,1305
1743514620,29994,102583,200,2009
1743514680,44128,138482,200,4812
1743514740,36430,111350,200,2316
1743514800,50911,121889,200,2541
1743514860,30316,101469,200,4327
1743514920,54316,149080,200,201
1743514980,48738,137972,200,3673
1743515040,63566,135197,200,1984
1743515100,41198,101590,200,1800
1743515160,48168,118044,200,1781
1743515220,61746,133740,200,1335
1743515280,62936,140073,200,3696
1743515340,51462,122505,200,2103
1743515400,56365,120376,200,1501
1743515460,117,469,404,2632
1743515520,47915,138185,200,1524
1743515580,36129,143571,200,1606
1743515640,61135,126573,200,4610
1743515700,37087,145977,200,3538
1743515760,54309,144058,200,534
1743515820,39203,129674,200,4972
1743515880,52499,149611,200,3350
1743515940,89,234,500,2570
1743516000,55214,140754,200,1159
1743516060,33143,122338,200,970
1743516120,33149,104436,200,609
1743516180,57397,136153,200,3224
1743516240,46143,134824,200,3144
1743516300,37974,107046,200,4838
1743516360,27628,110172,200,3751
1743516420,52115,114967,200,3835
1743516480,53457,143284,200,1414
1743516540,53424,143328,200,1270
1743516600,46708,119217,200,2477
1743516660,36862,130887,200,124
1743516720,33893,112693,200,1636
1743516780,135,330,500,213
1743516840,117,427,500,3566
1743516900,45539,127189,200,1836
1743516960,69185,140828,200,1812
1743517020,44066,126684,200,1730
1743517080,58168,132690,200,771
1743517140,32697,125206,200,1045
1743517200,31197,108989,200,1054
1743517260,51273,115520,200,1051
1743517320,58944,118785,200,1047
1743517380,267,652,404,2153
1743517440,32649,110581,200,1202
1743517500,70180,141981,200,3474
1743517560,50173,115518,200,1351
1743517620,38352,118486,200,4314
1743517680,94,202,500,190
1743517740,238,532,404,489
1743517800,170,454,500,137
1743517860,31875,125572,200,809
1743517920,48033,121483,200,3044
1743517980,54918,136139,200,1632
1743518040,202,784,500,3864
1743518100,46967,124046,200,2737
1743518160,115,402,404,2708
1743518220,40933,118316,200,3784
1743518280,134714,323595,200,2902
1743518340,48605,118575,200,4874
1743518400,43583,147340,200,3830
1743518460,272,618,404,4039
1743518520,36241,109948,200,2435
1743518580,47682,101037,200,4981
1743518640,262,762,404,1835
1743518700,65110,134956,200,201
1743518760,50402,106456,200,3014
1743518820,49682,143225,200,1977
1743518880,60249,139246,200,3271
1743518940,33753,104974,200,1083
1743519000,61940,127853,200,4030
1743519060,56811,141543,200,1530
1743519120,55615,133883,200,4247
1743519180,42754,128623,200,4477
1743519240,39820,109703,200,650
1743519300,56550,136620,200,2697
1743519360,42774,146651,200,1157
1743519420,52407,137147,200,2814
1743519480,50992,141694,200,1228
1743519540,45080,123512,200,3506
1743519600,36840,76910,200,4459
1743519660,17448,52617,200,2223
1743519720,31955,77807,200,2691
1743519780,71,206,500,2975
1743519840,138,360,500,4570
1743519900,27124,62313,200,1809
1743519960,39356,81704,200,1532
1743520020,34009,87483,200,4571
1743520080,24040,59175,200,292
1743520140,27555,70793,200,2231
