timestamp,bytes_in,bytes_out,http_response_code,connection_duration_ms
1746010140,58,349,201,1671
1746010200,58,350,204,1537
1746010260,164,657,200,452
1746010320,247,494,201,457
1746010380,83,418,201,1829
1746010440,65,393,204,1512
1746010500,68,344,200,1120
1746010560,172,518,204,1030
1746010620,226,679,204,1679
1746010680,90,450,204,1273
1746010740,72,290,201,588
1746010800,113,681,200,1965
1746010860,440,1322,200,898
1746010920,537,1612,200,735
1746010980,1139,2278,200,1205
1746011040,218,654,200,583
1746011100,491,2950,200,927
1746011160,399,1598,204,1595
1746011220,718,2154,201,453
1746011280,901,1802,200,1426
1746011340,194,583,204,1622
1746011400,380,1522,204,204
1746011460,1199,2399,200,1011
1746011520,481,962,201,226
1746011580,244,1223,204,1990
1746011640,499,1497,201,357
1746011700,589,1769,201,1874
1746011760,385,1155,204,1915
1746011820,511,1533,201,398
1746011880,377,1510,204,175
1746011940,1088,2176,201,1764
1746012000,446,1787,200,1262
1746012060,623,1246,201,1463
1746012120,238,1429,200,343
1746012180,348,1394,201,499
1746012240,660,1981,200,1682
1746012300,972,1944,204,1173
1746012360,575,1726,204,1402
1746012420,324,1623,200,1273
1746012480,156,940,201,1129
1746012540,197,791,201,166
1746012600,474,1424,204,324
1746012660,196,786,201,991
1746012720,439,878,201,1070
1746012780,360,2164,201,1903
1746012840,286,1430,201,567
1746012900,214,1288,201,50
1746012960,468,1406,201,1134
1746013020,274,1374,200,684
1746013080,215,862,204,496
1746013140,448,2689,201,823
1746013200,252,1263,201,1910
1746013260,1044,2088,204,1300
1746013320,428,1712,200,609
1746013380,284,1706,201,759
1746013440,602,3612,200,1549
1746013500,232,696,200,1350
1746013560,222,889,200,658
1746013620,279,1395,204,1781
1746013680,329,659,204,1924
1746013740,568,1705,200,1300
1746013800,282,1413,200,311
1746013860,238,1433,204,1035
1746013920,476,952,204,595
1746013980,457,2289,201,1035
1746014040,289,1738,201,1325
1746014100,761,2285,204,232
1746014160,638,1916,201,1762
1746014220,123,616,200,1464
1746014280,254,1527,200,1301
1746014340,1030,2061,200,155
1746014400,160,800,201,1295
1746014460,840,1681,200,1997
1746014520,410,2053,204,1735
1746014580,316,1897,200,1096
1746014640,399,799,201,1495
1746014700,426,1278,204,528
1746014760,185,925,200,1929
1746014820,441,1765,200,1284
1746014880,208,1248,201,1968
1746014940,167,1002,201,405
1746015000,488,1952,200,843
1746015060,197,791,200,1631
1746015120,347,695,200,1155
1746015180,959,1919,204,1690
1746015240,1264,2528,200,1771
1746015300,539,2697,201,789
1746015360,131,527,200,93
1746015420,469,2349,204,436
1746015480,279,839,200,557
1746015540,369,1107,204,976
1746015600,421,1687,200,141
1746015660,308,1850,201,350
1746015720,331,1991,201,1649
1746015780,122,733,201,516
1746015840,274,1097,200,567
1746015900,215,1292,204,1321
1746015960,266,1600,200,1847
1746016020,148,595,200,1623
1746016080,1302,2604,204,1036
1746016140,371,1113,201,1543
1746016200,207,1242,204,491
1746016260,175,703,200,205
1746016320,226,1131,204,1689
1746016380,435,134,500,778
1746016440,229,1379,200,435
1746016500,749,2248,204,1150
1746016560,316,1264,200,1294
1746016620,556,1669,200,339
1746016680,268,1610,200,1780
1746016740,496,1489,200,693
1746016800,638,1915,204,90
1746016860,685,1370,201,895
1746016920,532,1596,204,1396
1746016980,225,1352,204,877
1746017040,333,1666,204,1450
1746017100,326,653,201,911
1746017160,394,789,204,1776
1746017220,611,2445,204,812
1746017280,346,1732,204,1276
1746017340,135,676,201,1675
1746017400,508,2035,200,1184
1746017460,374,1872,204,201
1746017520,515,1547,200,1558
1746017580,333,1000,201,474
1746017640,252,199,404,1517
1746017700,287,1436,201,463
1746017760,567,1135,201,58
1746017820,968,1937,200,1939
1746017880,949,1898,204,1716
1746017940,158,953,200,1983
1746018000,464,2321,204,1426
1746018060,155,935,204,1360
1746018120,392,1961,204,213
1746018180,122,735,201,835
1746018240,321,1285,201,1426
1746018300,161,808,201,627
1746018360,659,2637,204,184
1746018420,388,1941,200,805
1746018480,1183,2367,204,423
1746018540,225,1127,204,1946
1746018600,384,1921,204,888
1746018660,417,2085,204,75
1746018720,261,784,204,255
1746018780,442,1327,204,1220
1746018840,709,1418,200,547
1746018900,195,1170,201,80
1746018960,409,1637,204,1648
1746019020,496,2483,201,390
1746019080,316,1583,201,433
1746019140,544,2724,200,325
1746019200,260,1303,200,84
1746019260,291,1165,201,518
1746019320,290,1452,201,1493
1746019380,937,1875,201,1015
1746019440,237,951,204,696
1746019500,731,2924,200,523
1746019560,664,1994,200,1238
1746019620,98,592,201,1909
1746019680,131,790,201,1722
1746019740,429,859,201,1634
1746019800,601,1803,204,1104
1746019860,223,894,200,1946
1746019920,302,1210,200,643
1746019980,548,1096,200,793
1746020040,369,1107,200,535
1746020100,354,1063,200,1406
1746020160,785,2356,201,1723
1746020220,459,1837,200,736
1746020280,168,840,204,577
1746020340,356,713,201,1337
1746020400,204,1227,204,895
1746020460,135,811,204,185
1746020520,501,2506,200,1732
1746020580,327,1639,201,1248
1746020640,673,1347,204,1062
1746020700,388,1940,204,1306
1746020760,571,1142,204,677
1746020820,978,1957,204,1619
1746020880,197,1186,200,1464
1746020940,588,2354,204,718
1746021000,213,853,201,569
1746021060,143,859,204,976
1746021120,286,1146,201,315
1746021180,489,1469,200,1498
1746021240,229,1147,201,1467
1746021300,411,1235,200,291
1746021360,435,1306,200,1435
1746021420,325,1951,200,985
1746021480,391,1958,200,812
1746021540,644,1289,200,295
1746021600,277,1666,200,617
1746021660,195,783,201,1425
1746021720,480,1440,200,440
1746021780,701,2105,200,1385
1746021840,186,746,201,1933
1746021900,311,1556,200,197
1746021960,421,1264,204,154
1746022020,906,1812,200,669
1746022080,329,988,200,1722
1746022140,425,1277,204,1019
1746022200,444,1779,201,1985
1746022260,384,769,201,314
1746022320,323,1943,204,1578
1746022380,260,1042,204,1348
1746022440,558,169,404,1872
1746022500,454,1362,201,1023
1746022560,579,1158,200,1164
1746022620,711,1422,201,390
1746022680,774,1548,204,202
1746022740,116,582,204,207
1746022800,217,1087,200,1800
1746022860,603,1207,200,735
1746022920,202,810,201,1989
1746022980,333,2000,200,971
1746023040,385,1543,204,1319
1746023100,248,1490,204,1886
1746023160,120,720,201,1747
1746023220,262,1311,204,879
1746023280,441,2649,200,381
1746023340,1458,292,404,665
1746023400,279,559,200,1870
1746023460,897,1795,204,1581
1746023520,199,996,201,638
1746023580,177,888,204,661
1746023640,558,2232,201,1044
1746023700,298,1192,201,1550
1746023760,446,1339,200,1556
1746023820,1010,2020,200,412
1746023880,604,1814,204,1421
1746023940,394,788,200,1192
1746024000,1029,2058,200,1814
1746024060,310,932,201,948
1746024120,335,1343,200,91
1746024180,1013,2026,201,151
1746024240,315,1260,204,688
1746024300,142,852,200,1535
1746024360,339,1357,201,321
1746024420,678,2714,201,1889
1746024480,323,1942,201,1175
1746024540,719,2158,200,70
1746024600,259,1036,204,654
1746024660,264,1589,204,1435
1746024720,292,1752,200,348
1746024780,206,1032,204,126
1746024840,491,1964,201,1820
1746024900,374,1871,200,390
1746024960,472,2363,200,433
1746025020,122,139,404,1571
1746025080,284,854,204,1379
1746025140,227,1366,200,324
1746025200,621,2487,200,71
1746025260,437,2622,200,1484
1746025320,622,1867,204,1185
1746025380,992,1984,204,1160
1746025440,298,1193,204,1291
1746025500,325,1950,201,1320
1746025560,729,3647,200,476
1746025620,592,3553,201,246
1746025680,1090,3270,204,1994
1746025740,493,2466,204,1508
1746025800,633,3802,204,607
1746025860,549,2748,204,821
1746025920,444,1332,201,461
1746025980,710,3551,200,1570
1746026040,667,4007,200,629
1746026100,732,4393,201,1454
1746026160,564,1694,200,1703
1746026220,1216,3650,201,1762
1746026280,378,2272,200,321
1746026340,550,2200,201,1295
1746026400,774,2324,200,697
1746026460,980,3921,201,1024
1746026520,1181,2363,201,998
1746026580,355,1422,200,98
1746026640,489,2449,204,1865
1746026700,1755,3510,200,1514
1746026760,311,1244,200,225
1746026820,266,1597,201,1410
1746026880,1388,2777,200,288
1746026940,1133,3400,201,642
1746027000,962,3851,204,968
1746027060,877,2633,200,1451
1746027120,555,3331,204,374
1746027180,655,3931,204,1314
1746027240,377,1133,200,1188
1746027300,458,1832,200,1250
1746027360,660,3301,200,609
1746027420,589,2946,200,489
1746027480,321,1285,204,671
1746027540,1264,2529,204,1908
1746027600,664,1994,201,726
1746027660,672,1345,200,206
1746027720,549,1649,201,473
1746027780,1050,2101,204,1306
1746027840,272,1634,201,1997
1746027900,310,1550,200,330
1746027960,1374,4123,201,852
1746028020,960,2882,200,1860
1746028080,336,1346,201,1259
1746028140,678,1357,204,919
1746028200,613,2455,204,1994
1746028260,676,2704,201,71
1746028320,405,1622,204,525
1746028380,705,4230,200,1723
1746028440,1086,2172,200,1549
1746028500,1184,2369,201,910
1746028560,417,2506,200,1534
1746028620,375,2252,204,1455
1746028680,711,3556,204,1008
1746028740,266,1330,201,671
1746028800,754,3016,204,777
1746028860,311,1867,200,1893
1746028920,692,1385,204,503
1746028980,680,2720,201,653
1746029040,523,2094,204,980
1746029100,1065,3195,201,715
1746029160,494,2470,204,545
1746029220,1860,3721,204,1773
1746029280,540,2700,200,1284
1746029340,483,1934,200,524
1746029400,684,2738,200,96
1746029460,219,1318,204,432
1746029520,291,1165,200,1736
1746029580,719,1438,204,541
1746029640,659,248,500,275
1746029700,279,1674,204,1855
1746029760,688,3440,200,1145
1746029820,622,3113,201,1542
1746029880,618,1855,201,830
1746029940,957,2872,201,640
1746030000,277,1386,204,52
1746030060,797,2392,204,1917
1746030120,738,2952,200,1260
1746030180,1088,3264,200,79
1746030240,1015,4063,200,1504
1746030300,1416,2832,204,1477
1746030360,684,1368,200,814
1746030420,1133,2266,200,1923
1746030480,466,1400,200,1321
1746030540,242,1452,204,1542
1746030600,1187,2375,201,143
1746030660,605,3028,200,1230
1746030720,815,2446,200,916
1746030780,461,2770,201,1695
1746030840,656,3280,204,1961
1746030900,251,1508,200,1417
1746030960,351,1406,204,1891
1746031020,421,1686,201,1071
1746031080,453,2723,200,1762
1746031140,233,1169,201,466
1746031200,277,1389,201,141
1746031260,436,1744,204,1535
1746031320,470,2352,201,1366
1746031380,734,2938,200,536
1746031440,385,1540,201,244
1746031500,575,2302,200,635
1746031560,496,2980,204,1687
1746031620,1501,3003,201,801
1746031680,478,2391,204,899
1746031740,410,2462,204,1703
1746031800,579,2319,201,1065
1746031860,581,3490,204,345
1746031920,673,3365,201,1957
1746031980,1299,3899,204,593
1746032040,403,1211,204,891
1746032100,287,1722,201,1529
1746032160,1205,2410,204,1318
1746032220,834,4171,204,161
1746032280,624,1873,200,1133
1746032340,286,1716,204,743
1746032400,506,3036,204,1953
1746032460,840,2522,200,614
1746032520,266,1598,200,342
1746032580,846,3384,200,760
1746032640,348,2090,204,615
1746032700,856,2568,204,819
1746032760,1757,3514,200,750
1746032820,765,2297,204,1651
1746032880,401,2406,200,646
1746032940,1066,2132,201,1513
1746033000,2618,13090,204,578
1746033060,425,2127,204,1125
1746033120,836,2508,201,1835
1746033180,322,1291,200,1620
1746033240,634,3170,201,603
1746033300,209,1256,200,1532
1746033360,1225,3675,201,1711
1746033420,724,2173,200,101
1746033480,999,2999,201,525
1746033540,1486,2973,200,1529
1746033600,322,1611,201,326
1746033660,574,1724,201,208
1746033720,227,1362,200,255
1746033780,1790,3581,201,1483
1746033840,839,1679,204,1543
1746033900,1135,2271,204,1319
1746033960,414,1242,201,1056
1746034020,323,1938,204,1806
1746034080,1307,2615,201,158
1746034140,729,2917,204,833
1746034200,418,2509,201,1856
1746034260,779,2337,200,471
1746034320,419,2096,200,1870
1746034380,350,133,500,1967
1746034440,707,3538,200,650
1746034500,462,2314,201,691
1746034560,972,1945,204,1162
1746034620,730,2920,201,1427
1746034680,613,2452,201,1810
1746034740,712,3564,204,400
1746034800,448,1793,204,132
1746034860,336,1345,200,309
1746034920,386,287,404,281
1746034980,1535,3070,204,528
1746035040,710,2843,201,409
1746035100,1680,3360,204,1398
1746035160,1200,3600,204,693
1746035220,938,2815,201,1144
1746035280,814,2443,204,623
1746035340,360,2160,201,255
1746035400,431,1726,201,642
1746035460,607,2430,201,142
1746035520,474,1898,200,201
1746035580,851,2555,201,633
1746035640,313,1879,204,105
1746035700,594,2971,204,878
1746035760,879,2639,201,1082
1746035820,922,2766,201,1109
1746035880,645,1291,204,949
1746035940,615,2461,200,1590
1746036000,468,2343,200,471
1746036060,664,1992,201,1978
1746036120,629,3146,204,1443
1746036180,1505,3011,201,445
1746036240,902,1804,200,792
1746036300,945,2835,201,1107
1746036360,607,1214,200,1723
1746036420,423,2116,200,393
1746036480,753,3012,201,1953
1746036540,1476,2952,201,1052
1746036600,587,1762,204,1649
1746036660,2547,7642,204,1209
1746036720,285,1714,201,314
1746036780,305,1529,204,1225
1746036840,519,2598,204,1730
1746036900,868,2605,201,629
1746036960,3622,14489,200,201
1746037020,361,2166,204,968
1746037080,488,2928,201,546
1746037140,324,1949,200,1107
1746037200,446,2679,204,529
1746037260,342,2054,204,602
1746037320,806,3226,204,1234
1746037380,1118,2236,201,183
1746037440,663,3318,200,504
1746037500,841,3365,204,988
1746037560,1434,2868,201,704
1746037620,1287,2575,200,150
1746037680,430,2153,204,907
1746037740,240,1443,200,213
1746037800,339,2035,200,1036
1746037860,721,2886,201,1304
1746037920,1021,3065,200,1725
1746037980,510,3061,201,576
1746038040,413,2067,201,1843
1746038100,1313,2627,204,176
1746038160,298,1793,201,1550
1746038220,569,3418,204,1751
1746038280,344,2065,204,1533
1746038340,1468,2936,204,630
1746038400,239,1197,200,64
1746038460,658,3951,204,896
1746038520,341,1708,200,1624
1746038580,805,3223,200,600
1746038640,711,2844,200,1554
1746038700,596,2385,204,1913
1746038760,651,3910,204,404
1746038820,362,1450,204,1751
1746038880,693,2775,204,683
1746038940,1135,2270,200,1004
1746039000,460,2301,201,696
1746039060,366,1834,200,199
1746039120,633,3801,201,301
1746039180,866,2598,204,585
1746039240,752,2258,201,413
1746039300,356,1784,200,539
1746039360,300,1805,204,1766
1746039420,1348,4045,201,1024
1746039480,881,2644,200,622
1746039540,732,4394,204,160
1746039600,448,1794,201,267
1746039660,1645,3291,201,399
1746039720,619,2476,204,1339
1746039780,1534,3069,201,1555
1746039840,932,1865,200,1688
1746039900,623,3118,200,1047
1746039960,1687,3375,200,456
1746040020,1101,2203,201,1175
1746040080,753,1506,204,377
1746040140,386,1547,201,202
1746040200,289,1739,204,76
1746040260,483,2418,201,320
1746040320,953,2861,204,671
1746040380,845,1691,201,756
1746040440,1192,3576,204,1955
1746040500,536,2684,200,349
1746040560,808,2426,204,1292
1746040620,1482,2964,204,650
1746040680,290,1453,204,1303
1746040740,757,3031,204,1490
1746040800,1238,2477,200,1441
1746040860,434,1303,201,1221
1746040920,359,1437,201,115
1746040980,858,2574,201,651
1746041040,811,3247,201,1912
1746041100,560,2243,204,1235
1746041160,1657,3315,200,1425
1746041220,1363,2727,204,918
1746041280,533,3203,200,1926
1746041340,1288,2577,200,324
1746041400,398,1994,201,1074
1746041460,535,2141,204,938
1746041520,473,2368,200,1786
1746041580,1619,3239,204,260
1746041640,385,1543,201,1906
1746041700,572,2864,201,126
1746041760,542,3255,200,1399
1746041820,1041,3124,200,1678
1746041880,640,1922,200,450
1746041940,396,1981,204,1025
1746042000,903,2711,200,1081
1746042060,395,2371,201,804
1746042120,1521,3043,200,1028
1746042180,817,3269,200,1113
1746042240,396,1585,204,1283
1746042300,441,2649,200,1730
1746042360,359,1438,204,264
1746042420,270,1625,201,1257
1746042480,438,1755,204,1211
1746042540,1459,2918,204,494
1746042600,531,2658,201,1397
1746042660,357,2143,201,1822
1746042720,309,1238,200,1674
1746042780,1983,3966,200,1414
1746042840,295,1479,201,79
1746042900,1095,3287,201,1119
1746042960,448,1793,204,936
1746043020,928,1857,200,729
1746043080,326,1632,201,471
1746043140,318,1272,200,1860
1746043200,595,2977,200,120
1746043260,1067,2135,204,191
1746043320,669,2007,201,989
1746043380,926,2778,200,490
1746043440,821,3287,200,428
1746043500,763,2289,204,446
1746043560,486,2916,204,1914
1746043620,896,1793,204,468
1746043680,590,2953,200,239
1746043740,602,2409,200,1383
1746043800,484,1938,201,1040
1746043860,1170,2341,204,59
1746043920,566,2831,204,778
1746043980,1211,2423,200,1653
1746044040,410,2465,201,458
1746044100,454,1816,201,1064
1746044160,325,1952,204,388
1746044220,288,1732,200,1174
1746044280,428,1284,204,568
1746044340,797,2391,200,839
1746044400,657,1315,200,544
1746044460,670,3351,201,538
1746044520,292,1460,204,1683
1746044580,456,2736,201,668
1746044640,572,1717,204,296
1746044700,596,1788,200,1764
1746044760,395,1975,204,893
1746044820,608,3648,204,83
1746044880,519,3119,200,1268
1746044940,1247,2494,200,1523
1746045000,569,3418,201,1366
1746045060,207,1242,200,848
1746045120,907,2721,201,834
1746045180,770,3083,200,95
1746045240,611,3058,201,1567
1746045300,1188,2377,200,187
1746045360,453,1814,204,1105
1746045420,604,3629,201,1010
1746045480,1358,2716,204,1808
1746045540,1224,3672,200,1692
1746045600,576,1728,200,592
1746045660,761,3807,201,145
1746045720,489,1958,200,1209
1746045780,218,1094,200,160
1746045840,502,2011,201,838
1746045900,252,1515,200,1063
1746045960,493,2963,200,167
1746046020,731,2924,201,1401
1746046080,370,1480,204,1147
1746046140,884,1769,204,1040
1746046200,439,2195,204,1006
1746046260,606,2424,204,1514
1746046320,540,3240,204,719
1746046380,724,2899,201,1019
1746046440,1255,3766,201,457
1746046500,697,2790,201,237
1746046560,517,2069,200,1427
1746046620,1874,3748,200,494
1746046680,322,1611,204,1723
1746046740,1435,4307,200,1155
1746046800,758,3033,200,622
1746046860,1461,2922,200,332
1746046920,1774,3548,200,1129
1746046980,249,1497,204,859
1746047040,547,3286,204,1543
1746047100,590,3542,201,1353
1746047160,766,3066,200,720
1746047220,826,1652,200,1734
1746047280,325,1954,204,689
1746047340,369,1107,201,1879
1746047400,518,2074,204,730
1746047460,1157,2315,204,936
1746047520,450,2250,200,525
1746047580,810,1621,200,1285
1746047640,338,2030,204,1076
1746047700,547,1643,201,1095
1746047760,241,1449,204,1459
1746047820,398,2388,201,303
1746047880,1571,3143,201,772
1746047940,1358,2716,200,405
1746048000,847,2541,204,508
1746048060,641,3205,204,722
1746048120,565,1696,200,1718
1746048180,497,2487,204,1800
1746048240,329,1645,204,51
1746048300,1222,2445,201,1980
1746048360,405,1620,200,845
1746048420,338,1691,201,1986
1746048480,1075,2151,200,1224
1746048540,374,2247,200,1423
1746048600,566,3401,200,1217
1746048660,1004,4017,200,925
1746048720,373,2240,200,1700
1746048780,2081,4163,204,209
1746048840,435,2175,200,478
1746048900,700,2102,200,387
1746048960,283,1419,201,1330
1746049020,733,3669,201,1234
1746049080,597,1793,200,604
1746049140,491,2459,204,1715
1746049200,286,1144,200,1999
1746049260,677,2032,204,894
1746049320,1225,3675,204,589
1746049380,452,1810,201,1492
1746049440,583,1749,204,1725
1746049500,1303,2607,201,1243
1746049560,591,2365,201,1781
1746049620,1418,4254,201,424
1746049680,988,3952,200,1876
1746049740,258,1550,200,1640
1746049800,604,2419,201,383
1746049860,352,2112,204,1310
1746049920,785,3143,201,1676
1746049980,500,2001,204,255
1746050040,608,1824,201,557
1746050100,1230,2461,204,942
1746050160,1426,2852,204,548
1746050220,458,2753,204,1164
1746050280,1532,3064,204,591
1746050340,484,2420,200,1022
1746050400,354,2129,201,296
1746050460,310,1552,200,891
1746050520,667,3339,200,619
1746050580,552,3315,200,1783
1746050640,594,2971,200,216
1746050700,624,290,404,792
1746050760,545,3270,200,738
1746050820,607,3039,200,206
1746050880,755,3021,201,1935
1746050940,408,2450,201,892
1746051000,388,2329,204,189
1746051060,336,1347,204,686
1746051120,424,2121,200,535
1746051180,929,2787,201,1004
1746051240,320,1920,201,255
1746051300,716,2864,204,424
1746051360,1575,3151,200,1782
1746051420,523,3138,204,1193
1746051480,695,2086,201,1846
1746051540,960,2881,201,722
1746051600,446,2234,204,750
1746051660,1695,3390,204,1650
1746051720,427,2567,204,1411
1746051780,922,1845,200,735
1746051840,922,3689,200,1386
1746051900,548,2194,201,1539
1746051960,642,2568,204,1205
1746052020,451,2706,201,497
1746052080,365,1097,201,1206
1746052140,850,3400,201,1957
1746052200,628,2514,204,1878
1746052260,593,2967,204,138
1746052320,937,2811,201,1072
1746052380,700,2801,201,1879
1746052440,790,3953,204,228
1746052500,644,3867,200,640
1746052560,1068,2137,204,473
1746052620,801,2404,201,56
1746052680,1279,2559,204,295
1746052740,1966,3933,201,1171
1746052800,991,2973,204,1636
1746052860,687,2750,200,1953
1746052920,975,2927,201,616
1746052980,555,1667,201,1580
1746053040,278,1113,200,1790
1746053100,559,2236,204,906
1746053160,625,3751,201,608
1746053220,711,141,500,1797
1746053280,406,2437,201,268
1746053340,788,2366,200,1063
1746053400,632,3162,200,1012
1746053460,700,3502,200,1697
1746053520,469,1877,204,701
1746053580,647,1943,200,1688
1746053640,480,2400,201,670
1746053700,332,211,404,1218
1746053760,1126,3379,204,620
1746053820,1607,3214,200,1553
1746053880,607,1823,204,893
1746053940,386,1158,200,1267
1746054000,485,1456,204,933
1746054060,321,1928,201,643
1746054120,666,2000,204,739
1746054180,186,930,200,1222
1746054240,619,1857,204,1826
1746054300,229,689,200,448
1746054360,486,1947,204,607
1746054420,407,1221,201,1391
1746054480,171,859,204,1651
1746054540,441,1766,200,1966
1746054600,196,983,201,1265
1746054660,513,1541,201,1117
1746054720,491,983,201,677
1746054780,247,1484,201,1350
